q1,q2,q3,q4,q5,q5x1,q5x2,q6,q7,q8,q9x1,q9x2s1,q9x2s2,q9x2s3,q9x2s4,q9x2s5,q9x2s6,q9x2s7,q9x2s8,q9x3s1,q9x3s2,q9x3s3,q9x3s4,q9x3s5,q9x3s6,q9x4,q10,q10x1,q10x2,q10x2num,q11,q15x1,q15x2,q15x3,q12x1,q12x2,q12x3,q12x4,q12x5,q12x6,q12x7,q12x8,q12x9,q13x1,q13x2,q13x3,q13x4,q13x5,q14x1,q14x2,q14x3,q14x4,cityid,population,citysize,region
2,16,3,6,3,3,999,5,2,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,2,888,888,888,999,1,2,1,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,3,33303,6951,4,5
1,11,3,1,1,5,7,7,2,3,4,1,1,1,1,1,1,0,0,0,0,0,0,0,1,3,2,888,888,888,2,2,2,2,2,2,4,4,1,1,1,4,1,4,1,4,2,2,3,4,3,3,33303,6951,4,5
2,22,3,6,1,3,3,7,2,3,5,1,1,0,1,1,0,0,0,0,0,0,0,0,0,4,1,1,1,115,5,3,2,2,3,3,3,4,2,1,1,1,2,2,1,3,2,2,3,3,3,4,33303,6951,4,5
1,38,5,1,1,2,2,5,1,4,5,0,0,0,1,1,0,0,0,0,0,0,0,0,1,4,1,1,1,40,2,3,3,3,3,2,3,3,3,3,2,2,2,3,3,2,2,3,3,3,2,4,33303,6951,4,5
2,30,3,7,3,2,2,6,2,2,3,1,1,0,1,1,0,0,0,0,0,0,0,0,1,3,1,1,1,200,1,2,2,2,2,2,2,2,3,2,2,2,1,2,2,3,3,2,3,3,2,3,33303,6951,4,5
1,8,3,7,3,2,4,7,2,1,2,1,1,0,1,0,0,0,0,1,0,0,0,0,1,3,1,1,1,40,5,3,1,1,1,1,1,1,1,4,4,4,1,1,1,2,2,3,1,1,4,1,33303,6951,4,5
2,14,3,7,1,6,4,8,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,15,3,2,2,2,2,2,2,1,2,1,1,1,1,2,2,3,2,2,1,3,2,2,33303,6951,4,5
2,14,3,6,3,2,5,2,1,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,2,888,888,888,4,1,1,1,1,1,4,4,4,4,4,4,1,1,1,3,1,3,4,4,3,1,33303,6951,4,5
2,30,5,2,1,3,4,6,1,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,6,3,4,4,4,4,1,4,2,4,1,1,4,1,4,3,1,1,1,3,1,3,4,33303,6951,4,5
2,26,3,3,3,2,4,8,1,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,9,1,3,4,3,2,2,3,3,3,3,2,3,2,2,3,2,2,3,2,2,3,2,33303,6951,4,5
1,19,4,6,3,2,1,3,1,3,6,0,1,0,1,1,0,0,0,0,0,0,0,0,1,3,2,888,888,888,1,2,2,2,3,2,2,2,2,2,1,3,2,2,2,2,2,2,3,3,3,3,33303,6951,4,5
2,5,3,7,3,3,4,6,2,2,6,1,1,1,0,0,0,1,1,0,1,0,0,0,1,6,1,1,1,30,2,4,3,2,4,2,3,2,1,3,2,2,2,2,3,1,1,3,2,2,3,2,31203,48919,2,5
1,15,2,2,3,2,3,999,3,3,4,1,0,0,1,1,0,0,0,0,0,0,0,0,1,4,2,888,888,888,2,4,3,3,2,1,2,2,2,1,1,2,1,1,1,2,1,3,1,1,4,2,31203,48919,2,5
2,32,5,1,2,5,3,6,1,2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,1,1,1,500,2,2,4,2,2,2,3,3,3,4,4,3,1,3,3,2,2,2,2,2,4,2,31203,48919,2,5
2,12,3,7,3,2,4,6,1,2,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,4,2,888,888,888,1,4,3,3,2,2,3,3,3,3,3,3,2,2,1,3,2,3,1,1,3,2,31203,48919,2,5
2,20,5,5,3,6,3,4,1,2,6,0,0,0,1,0,0,1,0,0,0,1,0,0,1,3,2,888,888,888,5,2,1,1,2,1,2,2,1,3,3,2,1,4,1,2,2,4,3,3,3,2,31203,48919,2,5
1,35,6,6,1,2,4,6,2,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,30,2,3,3,3,3,2,3,3,2,3,2,4,3,2,3,3,2,2,2,2,3,3,31203,48919,2,5
1,36,6,1,1,2,4,8,2,2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,4,1,1,1,20,2,4,4,1,2,2,2,2,3,1,1,2,2,4,4,1,1,2,2,2,3,2,31203,48919,2,5
1,10,3,5,1,5,3,4,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3,1,2,888,888,2,3,3,3,2,2,3,3,4,3,2,4,2,9,3,4,2,2,2,3,4,3,31203,48919,2,5
1,28,2,5,1,2,2,4,1,4,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,7,2,888,888,888,1,2,3,3,3,3,3,3,3,2,2,3,2,3,2,3,2,4,2,2,3,3,31203,48919,2,5
1,42,3,5,1,5,1,5,2,3,4,1,1,0,0,1,0,0,0,0,0,0,0,0,1,2,1,1,1,60,2,3,2,2,3,2,2,2,3,2,1,3,2,3,3,3,3,3,3,3,2,3,31328,9257,4,5
1,34,6,7,1,2,4,9,2,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,1,2,888,888,2,3,1,1,3,3,3,2,3,2,2,3,2,2,2,4,4,3,2,2,3,2,31328,9257,4,5
2,22,2,7,1,6,7,4,1,3,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,2,888,888,888,4,1,1,1,1,1,4,4,4,2,1,4,1,3,2,3,1,4,1,1,4,1,31328,9257,4,5
2,39,3,4,1,6,3,999,1,1,4,0,0,0,1,1,0,0,0,0,0,0,0,0,1,4,1,1,1,40,1,2,2,2,2,1,3,3,3,2,2,4,2,3,3,2,3,3,1,2,3,2,31328,9257,4,5
1,5,1,5,3,2,5,4,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,2,888,888,888,2,3,2,2,2,2,3,2,2,2,2,3,2,1,2,3,3,2,9,9,9,9,31328,9257,4,5
2,21,3,6,1,2,2,6,2,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,888,888,888,1,2,2,2,2,2,3,3,3,3,2,3,2,2,2,3,3,2,2,2,3,2,31328,9257,4,5
1,9,2,7,3,2,5,999,1,3,4,1,1,1,1,1,1,0,0,0,1,0,0,0,1,2,1,2,888,888,3,1,1,1,3,1,3,2,3,3,3,3,2,3,3,3,3,3,1,1,4,2,31328,9257,4,5
1,23,3,6,3,1,2,5,2,3,6,0,0,0,1,1,0,0,0,1,0,0,0,0,1,6,1,2,888,888,5,2,2,1,3,3,4,1,3,2,3,3,2,2,2,2,2,2,1,2,3,2,31328,9257,4,5
2,30,3,5,1,3,3,8,1,2,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,30,2,2,2,2,3,2,3,3,2,2,2,3,2,2,2,3,2,2,1,1,4,2,31328,9257,4,5
2,35,4,4,1,8,5,7,1,2,7,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,1,1,1,10,1,4,4,3,4,2,2,2,2,1,1,2,2,3,3,2,2,3,3,3,3,3,31328,9257,4,5
2,30,3,1,1,2,3,6,2,4,3,0,1,0,1,1,0,0,0,1,0,0,0,0,0,3,2,888,888,888,2,2,2,2,3,3,2,3,4,2,2,3,2,3,2,2,3,3,2,2,3,3,32422,4433,5,5
2,23,5,5,1,2,5,5,1,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,2,888,888,2,3,3,3,3,2,3,2,2,3,3,3,2,2,2,4,2,2,2,3,3,2,32422,4433,5,5
1,9,3,1,1,5,1,9,2,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,1,2,888,888,2,2,1,1,2,1,3,3,2,4,2,3,2,3,2,3,2,2,1,2,3,2,32422,4433,5,5
2,26,2,1,1,4,5,7,2,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3,2,888,888,888,5,3,3,2,2,2,2,2,1,2,1,2,1,2,1,3,2,2,3,3,3,3,32422,4433,5,5
2,36,3,6,1,2,4,8,3,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,1,1,7,2,3,3,2,3,2,2,2,2,2,1,3,2,2,2,3,1,3,3,3,3,2,32422,4433,5,5
1,11,999,7,3,2,2,5,2,1,3,1,1,1,0,0,0,1,1,0,0,0,0,0,0,4,1,2,888,888,1,4,2,1,2,1,3,2,2,1,2,4,1,3,2,2,2,1,2,2,3,2,32422,4433,5,5
1,16,2,6,3,3,2,3,2,4,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,1,2,888,888,2,2,2,3,3,2,4,4,4,4,4,2,2,2,1,3,4,3,3,4,4,4,32422,4433,5,5
2,11,2,7,4,888,888,6,3,3,6,1,1,0,1,1,0,0,0,0,0,0,0,0,1,2,2,888,888,888,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,4,1,2,4,4,4,4,32422,4433,5,5
1,22,2,7,3,5,2,6,3,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,888,888,888,3,1,1,1,2,2,2,2,4,3,4,3,3,1,1,2,2,3,3,3,3,3,32422,4433,5,5
1,37,3,4,1,2,4,10,3,3,5,1,1,0,1,1,0,0,0,0,0,0,0,0,1,3,1,1,1,150,2,1,2,2,1,1,3,3,4,3,1,2,3,3,2,3,1,2,4,4,3,3,32422,4433,5,5
2,29,3,1,1,3,3,4,3,3,5,1,0,0,1,1,0,0,0,0,1,0,0,0,0,3,1,1,1,20,2,2,2,2,4,3,3,3,3,2,1,3,2,3,3,2,1,2,3,3,3,3,32422,4433,5,5
1,52,2,5,1,2,2,8,1,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,200,1,3,3,2,3,3,3,3,2,2,2,3,3,2,2,4,2,3,2,2,3,2,32422,4433,5,5
1,11,2,1,1,3,7,4,3,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,2,888,888,888,999,4,1,1,1,1,3,3,1,2,1,4,2,4,3,3,2,3,3,3,3,2,32422,4433,5,5
1,33,3,1,1,8,3,2,2,2,5,1,1,0,1,0,0,0,0,1,0,0,0,0,0,3,1,2,888,888,5,4,4,4,2,2,3,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,35203,138661,2,5
1,45,5,3,1,2,5,6,2,3,3,0,0,0,1,1,0,0,0,0,1,1,0,0,0,3,1,1,1,100,5,4,4,4,9,9,9,9,9,9,9,9,9,3,4,2,2,3,2,3,3,3,35203,138661,2,5
2,43,6,3,1,2,5,8,2,2,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,1,1,1,30,2,2,3,3,2,2,3,2,2,2,1,2,1,2,1,2,2,1,2,2,3,2,35203,138661,2,5
2,44,4,3,1,2,5,9,1,1,4,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,1,1,1,150,2,4,4,4,2,1,3,3,2,3,3,3,3,2,2,2,1,1,2,2,3,2,35203,138661,2,5
1,39,3,2,1,2,2,6,1,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7,1,1,1,10,2,4,4,4,4,4,4,4,4,1,1,4,4,3,2,3,1,1,1,2,4,3,35203,138661,2,5
2,6,999,1,3,3,7,3,2,2,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,2,888,888,888,1,2,3,2,1,1,4,4,9,3,4,2,4,1,1,2,2,3,4,4,4,2,35203,138661,2,5
2,27,3,5,1,3,4,8,2,3,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3,1,1,1,2,1,3,3,3,3,3,4,3,3,3,2,3,2,3,3,3,2,3,2,2,3,2,35203,138661,2,5
1,44,4,2,1,2,2,6,1,3,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,1,150,4,3,2,3,2,2,2,2,3,3,3,2,3,3,3,2,2,3,2,3,3,2,35203,138661,2,5
2,21,5,5,3,8,5,9,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,2,888,888,888,1,3,3,3,2,1,3,3,3,3,3,4,2,3,3,2,2,2,2,2,3,3,38201,511316,2,5
2,29,3,1,1,6,3,4,2,2,4,0,0,0,1,1,0,0,0,0,1,0,0,0,1,5,2,888,888,888,2,3,4,4,4,4,4,4,2,1,1,2,2,1,1,4,1,4,4,4,1,4,38201,511316,2,5
1,49,6,2,1,2,4,6,1,2,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,1,1,1,400,2,4,4,4,2,2,2,3,3,3,2,3,2,3,3,2,2,2,2,2,4,3,38201,511316,2,5
2,29,5,2,1,3,4,6,2,2,5,1,0,0,1,0,0,0,0,1,0,1,0,0,0,4,1,1,1,40,2,3,2,3,1,1,3,3,2,3,2,3,2,2,1,2,3,2,3,3,2,3,38201,511316,2,5
1,27,3,2,1,5,2,999,4,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,888,888,888,2,4,4,4,4,1,1,4,1,1,1,1,1,2,1,1,1,1,4,4,1,4,38201,511316,2,5
1,52,3,2,1,4,5,4,1,2,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,1,1,59,1,4,3,3,2,2,3,3,3,3,2,3,2,3,3,3,2,3,2,3,3,4,38201,511316,2,5
1,45,3,2,1,2,5,6,1,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,1,1,1,60,2,2,3,3,2,2,3,3,3,3,3,3,3,3,4,3,2,2,1,1,3,2,38201,511316,2,5
2,16,3,7,1,6,7,6,2,1,6,1,0,0,0,1,0,0,0,0,1,0,0,0,1,5,1,1,1,10,5,1,2,2,1,1,1,2,2,3,2,3,1,2,1,2,2,2,1,1,4,1,38201,511316,2,5
1,25,2,4,1,6,3,4,3,4,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,30,3,4,4,4,1,1,1,1,3,3,1,3,1,1,2,3,3,1,1,1,4,1,38201,511316,2,5
2,12,2,7,3,3,7,4,2,2,5,1,1,0,1,1,0,1,0,0,0,0,0,0,1,3,1,1,1,25,4,2,1,1,2,1,3,2,2,3,3,3,2,2,2,2,2,3,3,2,3,3,37364,3557,5,5
2,27,5,7,1,5,5,5,1,2,4,1,0,0,1,1,0,0,0,0,1,0,0,0,0,4,2,888,888,888,2,2,2,2,2,1,4,3,4,4,4,4,3,3,3,2,1,2,1,1,4,2,37364,3557,5,5
1,39,3,6,1,2,7,9,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,30,4,1,1,3,2,2,3,3,2,2,2,2,1,2,2,2,2,1,1,1,4,2,37364,3557,5,5
2,22,3,7,1,2,2,9,2,1,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,5,1,1,1,30,2,2,3,2,1,1,3,2,2,3,2,2,1,2,3,4,1,1,1,1,4,2,37364,3557,5,5
2,17,2,5,3,7,999,999,1,1,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,999,2,888,888,888,3,1,1,2,3,3,3,3,3,9,2,3,4,1,1,1,1,1,1,1,2,3,37364,3557,5,5
2,7,3,7,3,2,3,5,2,2,999,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,888,888,888,999,4,4,3,2,1,3,2,3,2,2,3,3,3,1,3,1,2,4,4,9,4,37364,3557,5,5
1,6,3,6,3,999,999,6,3,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,2,888,888,888,4,2,2,2,1,1,3,2,3,1,1,1,2,2,1,2,3,2,3,3,2,3,37364,3557,5,5
1,11,3,7,1,2,6,6,2,1,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,30,2,1,1,1,1,2,2,2,3,4,4,4,1,1,2,3,1,2,1,1,4,2,37364,3557,5,5
2,49,3,1,1,2,4,7,2,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,40,2,2,3,3,2,2,2,2,2,1,1,2,2,2,2,4,2,3,2,3,3,3,37364,3557,5,5
2,43,4,4,1,6,1,7,2,2,6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3,1,1,1,70,2,1,2,3,3,3,4,3,1,3,4,3,2,3,3,1,2,1,2,2,3,3,37364,3557,5,5
2,20,2,3,3,999,999,6,3,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,888,888,888,2,3,4,4,4,2,3,3,3,9,1,3,1,1,1,4,4,3,4,3,1,2,37364,3557,5,5
1,13,3,5,3,2,2,4,2,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,888,888,888,2,3,3,3,2,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3,3,37364,3557,5,5
1,34,2,1,1,2,2,6,2,2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3,1,1,1,50,5,1,1,2,3,3,4,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,37364,3557,5,5
2,31,5,5,1,2,7,999,2,2,3,1,1,0,0,1,0,0,0,0,1,0,0,0,1,3,1,1,1,30,1,3,2,1,2,2,3,3,2,1,2,3,2,1,3,3,2,3,1,2,3,2,37421,16687,3,5
1,19,4,7,1,5,1,6,1,1,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,2,888,888,2,1,1,1,3,1,1,1,2,2,1,3,1,4,1,4,1,9,1,1,4,1,37421,16687,3,5
2,46,3,3,1,2,5,6,2,2,5,1,1,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,90,3,2,3,4,4,1,2,2,4,4,2,3,2,4,3,1,2,2,1,1,4,3,37421,16687,3,5
1,39,6,3,1,2,2,8,2,2,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,3,1,1,1,90,1,4,4,4,3,2,3,3,2,1,2,3,1,2,3,2,2,2,1,3,3,2,37421,16687,3,5
2,44,5,4,1,4,7,3,2,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,1,1,1,60,2,4,4,4,3,1,4,3,3,2,2,4,2,2,2,1,2,3,1,2,3,2,37421,16687,3,5
2,43,5,6,3,2,4,5,2,2,4,1,1,0,1,1,0,0,0,0,0,0,0,0,1,3,1,1,1,40,2,3,3,3,3,2,3,2,3,1,1,3,3,3,3,2,2,2,3,3,3,3,37421,16687,3,5
2,47,6,5,1,1,4,6,1,1,5,1,1,0,1,1,0,0,0,0,1,0,0,0,1,3,1,1,1,100,2,4,3,3,1,1,2,3,4,2,2,3,2,2,2,3,1,2,1,2,3,2,37421,16687,3,5
2,43,4,3,1,2,5,6,2,2,5,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3,1,1,1,30,1,3,3,3,2,1,2,2,3,2,1,3,2,2,3,2,2,2,2,2,4,3,37421,16687,3,5
1,48,3,4,1,2,5,8,1,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,1,1,1,200,2,3,2,2,2,1,3,3,3,3,4,4,4,3,3,2,1,1,2,2,3,2,37421,16687,3,5
1,26,3,7,1,5,1,5,2,4,5,1,1,0,0,1,0,0,0,1,0,0,0,0,0,3,1,1,1,5,3,2,2,3,2,2,3,2,2,1,2,3,1,1,2,3,2,2,2,3,3,3,37421,16687,3,5
1,23,2,7,1,5,1,2,2,2,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,999,2,888,888,888,999,1,1,2,2,1,2,1,2,1,2,2,1,2,2,3,2,3,2,2,3,3,36342,7806,4,5
1,13,3,7,1,5,1,3,2,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,5,1,3,1,3,2,1,4,4,4,3,4,4,2,3,3,4,1,3,3,3,1,3,36342,7806,4,5
1,22,3,7,1,5,3,6,1,2,3,1,1,0,0,1,0,1,0,0,0,0,0,0,1,3,1,2,888,888,5,1,3,4,1,4,4,3,2,2,3,4,3,3,2,3,2,2,2,2,3,2,36342,7806,4,5
1,17,2,1,1,5,2,3,2,2,3,1,1,0,1,1,0,0,0,0,0,0,0,0,1,3,1,1,999,888,3,2,3,2,2,2,3,2,3,2,2,3,2,3,2,3,2,9,3,3,3,3,36342,7806,4,5
1,17,2,1,1,5,1,999,2,4,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,20,2,2,1,1,1,2,4,4,4,4,4,4,4,4,4,3,4,3,1,2,4,2,36342,7806,4,5
2,25,4,1,4,888,888,999,4,2,4,1,1,0,0,1,0,0,0,0,0,0,0,0,1,4,1,1,1,300,5,2,1,1,4,3,4,4,3,3,3,4,1,1,4,4,1,4,2,2,3,2,36342,7806,4,5
2,47,5,1,1,3,3,999,1,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,7,2,888,888,888,2,4,4,2,1,1,4,4,4,4,2,4,1,1,1,4,1,1,4,4,4,4,36342,7806,4,5
2,26,2,7,1,2,3,3,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,999,1,1,1,20,3,1,1,1,1,1,4,4,4,4,1,4,2,1,1,4,2,3,1,4,4,2,36342,7806,4,5
2,7,1,7,1,6,1,1,2,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,888,888,888,5,1,1,1,1,1,3,1,1,3,1,3,1,2,1,3,2,2,3,4,1,2,36342,7806,4,5
2,24,3,5,3,2,5,5,2,3,6,1,0,0,1,0,0,0,0,0,0,0,0,0,1,4,1,1,1,30,5,3,3,2,1,1,4,2,4,4,1,3,2,2,2,3,2,4,2,2,4,2,36342,7806,4,5
1,31,3,3,1,4,2,6,2,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,60,1,4,4,3,2,2,2,2,2,1,1,2,2,2,2,3,2,2,1,2,3,3,36402,20681,3,5
1,11,3,1,3,2,6,4,2,3,5,1,0,0,1,0,0,0,1,0,0,0,0,0,1,3,2,888,888,888,2,3,3,3,2,1,2,2,2,2,1,2,1,2,2,3,2,2,2,2,3,2,36402,20681,3,5
2,38,6,3,1,2,3,5,1,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,10,1,4,3,3,2,1,3,2,2,1,2,2,2,3,2,3,1,3,2,2,3,2,36402,20681,3,5
1,34,5,3,1,2,3,7,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,30,2,3,4,4,3,2,3,4,3,2,3,3,2,3,3,2,2,3,3,3,3,3,36402,20681,3,5
2,39,4,5,1,3,5,7,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,1,1,1,300,2,3,3,3,2,2,3,3,2,3,2,3,2,2,2,2,2,2,2,2,3,2,36402,20681,3,5
2,49,4,5,3,2,4,6,2,1,4,0,0,0,1,1,0,1,0,0,0,0,0,0,1,2,1,1,1,26,3,4,4,3,4,2,1,2,1,1,1,1,1,2,1,1,2,1,2,2,2,4,36402,20681,3,5
2,11,3,7,1,6,1,6,1,1,5,1,1,1,0,0,0,0,0,0,0,0,0,0,1,4,2,888,888,888,1,4,4,1,4,2,4,4,3,3,3,4,2,4,4,3,2,4,3,4,3,3,36402,20681,3,5
2,41,5,4,1,3,2,5,2,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,60,2,2,2,3,2,2,3,3,2,1,1,2,1,1,2,3,1,3,1,3,3,2,36402,20681,3,5
2,43,6,3,1,2,4,6,1,2,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,3,1,1,1,60,1,3,4,4,2,1,2,2,2,2,1,3,2,2,3,2,2,2,2,2,3,3,36402,20681,3,5
1,11,2,1,3,2,2,5,2,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,888,888,888,3,1,1,3,3,3,2,3,3,3,2,3,3,3,1,3,3,3,1,3,3,3,39321,3517,5,5
1,22,3,7,1,5,3,3,1,3,5,1,1,1,1,1,1,0,0,0,0,0,0,0,1,3,1,2,888,888,1,2,2,2,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,39321,3517,5,5
1,7,2,1,1,5,3,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,888,888,888,3,2,3,3,3,3,3,3,3,3,2,3,3,2,2,3,2,3,3,3,3,3,39321,3517,5,5
1,16,3,7,3,2,2,5,2,3,6,1,1,0,1,1,0,0,0,0,0,0,0,0,1,5,2,888,888,888,1,3,1,1,2,3,4,4,4,4,1,4,1,4,3,4,3,4,3,3,3,4,39321,3517,5,5
2,26,3,6,1,2,3,5,1,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,888,888,888,1,4,2,4,3,3,3,3,3,3,3,3,3,3,1,3,3,3,1,3,3,3,39321,3517,5,5
2,13,2,1,4,888,888,7,1,1,4,1,1,0,0,1,0,1,0,0,0,0,0,0,1,2,2,888,888,888,3,1,2,2,1,2,4,4,1,4,1,4,2,4,1,2,1,4,3,3,4,3,39321,3517,5,5
2,7,2,1,3,2,4,6,2,2,4,1,1,0,0,1,0,0,0,0,0,0,0,0,1,4,2,888,888,888,1,2,2,2,2,2,4,4,4,4,4,4,3,4,4,4,4,4,2,3,3,3,39321,3517,5,5
2,6,3,7,1,5,3,5,3,3,5,1,1,0,1,1,0,0,0,0,0,0,0,0,1,3,1,2,888,888,1,3,2,3,2,3,3,3,3,3,3,3,3,2,2,3,3,2,3,3,3,3,39321,3517,5,5
2,22,3,7,1,2,5,9,2,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,1,2,2,888,888,888,5,2,4,2,3,3,3,3,2,1,3,3,2,3,1,3,2,4,2,2,3,1,39321,3517,5,5
2,19,3,1,3,999,999,1,1,3,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7,2,888,888,888,2,999,999,999,1,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,1,4,39321,3517,5,5
1,7,2,7,3,2,1,4,1,2,3,1,1,0,0,1,0,0,0,0,0,0,0,0,1,3,2,888,888,888,5,1,1,2,2,1,3,2,3,1,1,2,1,2,3,3,3,3,1,3,4,3,39427,1931,5,5
1,18,2,1,999,888,888,2,2,2,4,1,1,0,1,1,0,0,0,0,0,0,0,0,1,5,2,888,888,888,999,1,1,1,1,1,3,3,2,2,1,3,2,2,1,3,2,2,3,4,2,3,39427,1931,5,5
2,14,3,1,3,2,5,6,2,2,4,1,0,0,0,1,0,0,0,0,0,0,1,0,1,4,1,1,1,15,2,1,1,1,1,2,4,3,2,2,2,3,2,3,2,2,2,2,1,1,4,1,39427,1931,5,5
2,44,2,3,4,888,888,7,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,20,3,1,4,1,1,2,1,2,1,2,1,2,1,3,2,1,9,2,2,3,2,2,39427,1931,5,5
2,7,1,1,1,6,3,4,2,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,2,888,888,888,2,1,1,1,2,2,2,2,2,2,1,3,2,3,2,3,2,3,2,2,3,2,39427,1931,5,5
2,27,3,5,1,3,3,8,1,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,40,3,2,3,3,4,3,4,4,2,3,1,4,3,1,1,4,4,4,3,3,3,3,39427,1931,5,5
2,10,2,7,3,999,7,3,2,2,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,2,888,888,888,1,999,999,999,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,39427,1931,5,5
2,16,4,6,1,5,3,3,2,2,4,1,1,0,1,1,0,0,0,0,0,0,0,0,1,4,1,1,1,80,2,1,1,1,1,1,4,3,1,2,1,4,1,1,1,4,2,2,1,2,4,2,39427,1931,5,5
